desertionNo,filename,happenDt,happenPlace,kindCd,colorCd,age,weight,noticeNo,noticeSdt,noticeSdt,popfile,processState,sexCd,neuterYn,specialMark,careNm,careTel,careAddr,orgNm,chargeNm,officetel
441374202200768,http://www.animal.go.kr/files/shelter/2022/07/202208011708689_s.jpg,2022-08-01,권선구 매송고색로 853,[개] 라브라도 리트리버,연갈색,2015(년생),32(Kg),경기-수원-2022-00487,2022-08-01,2022-08-11,http://www.animal.go.kr/files/shelter/2022/07/202208011708689.jpg,종료(반환),F,U,내장칩 있음,수원시 동물보호센터,031-228-3557,"경기도 수원시 영통구 광교호수로 234 (하동, 수원시 동물보호센터) 하동 40-10",경기도 수원시,수원시,031-228-3162
431372202200377,http://www.animal.go.kr/files/shelter/2022/07/202208011708353_s.jpg,2022-08-01,북구 화봉동 탑마트사거리,[고양이] 한국 고양이,턱시도,2022(년생),0.38(Kg),울산-북구-2022-00198,2022-08-01,2022-08-11,http://www.animal.go.kr/files/shelter/2022/07/202208011708353.jpg,종료(입양),F,N,사람 손을 탔음,정철동물병원,052-287-0348,울산광역시 북구 진장17길 11 (진장동) 정철동물병원,울산광역시 북구,구리라,052-241-8085
430368202200331,http://www.animal.go.kr/files/shelter/2022/07/202208011308765_s.jpg,2022-08-01,장동 산림욕장,[개] 믹스견,황색,2018(년생),5(Kg),대전-대덕-2022-00184,2022-08-01,2022-08-11,http://www.animal.go.kr/files/shelter/2022/07/202208011308765.jpg,보호중,M,U,,대전동물보호센터,042-825-1118,대전광역시 유성구 금남구즉로 1234 (금고동) 대전광역시 동물보호센터,대전광역시 대덕구,대덕구,042-608-6951
430366202200240,http://www.animal.go.kr/files/shelter/2022/07/202208011708991_s.jpg,2022-08-01,대전 서구 만년동 653 부근,[개] 치와와,백색,2018(년생),3(Kg),대전-서구-2022-00241,2022-08-01,2022-08-11,http://www.animal.go.kr/files/shelter/2022/07/202208011708991.png,종료(입양),F,U,,대전동물보호센터,042-825-1118,대전광역시 유성구 금남구즉로 1234 (금고동) 대전광역시 동물보호센터,대전광역시 서구,서구,042-288-2480
430366202200239,http://www.animal.go.kr/files/shelter/2022/07/20220801170897_s.jpg,2022-08-01,대전 서구 정림동 5-73 부근,[개] 믹스견,"흑,백",2022(년생),2(Kg),대전-서구-2022-00240,2022-08-01,2022-08-11,http://www.animal.go.kr/files/shelter/2022/07/20220801170897.png,보호중,F,U,,대전동물보호센터,042-825-1118,대전광역시 유성구 금남구즉로 1234 (금고동) 대전광역시 동물보호센터,대전광역시 서구,서구,042-288-2480
429363202200455,http://www.animal.go.kr/files/shelter/2022/07/202208011808549_s.jpg,2022-08-01,광산구 신가119,[고양이] 한국 고양이,"검,노,흰",2022(년생),0.4(Kg),광주-광산-2022-00454,2022-08-01,2022-08-11,http://www.animal.go.kr/files/shelter/2022/07/202208011808549.jpg,종료(자연사),F,N,22-7825 허피스,광주 동물보호소,062-571-2808,광주광역시 북구 본촌마을길 27 (본촌동) 광주공역시 동물보호소,광주광역시 광산구,광산구,062-571-2808
429363202200454,http://www.animal.go.kr/files/shelter/2022/07/202208011408381_s.jpg,2022-08-01,광산구 신촌동,[개] 폼피츠,흰,2018(년생),6(Kg),광주-광산-2022-00453,2022-08-01,2022-08-11,http://www.animal.go.kr/files/shelter/2022/07/202208011408381.jpg,종료(반환),F,U,22-0787 그린,광주 동물보호소,062-571-2808,광주광역시 북구 본촌마을길 27 (본촌동) 광주공역시 동물보호소,광주광역시 광산구,광산구,062-571-2808
429363202200453,http://www.animal.go.kr/files/shelter/2022/07/202208011408801_s.jpg,2022-08-01,광산구 오운동,[개] 믹스견,흰,2022(년생),3(Kg),광주-광산-2022-00452,2022-08-01,2022-08-11,http://www.animal.go.kr/files/shelter/2022/07/202208011408801.jpg,보호중,F,N,22-0786 하동,광주 동물보호소,062-571-2808,광주광역시 북구 본촌마을길 27 (본촌동) 광주공역시 동물보호소,광주광역시 광산구,광산구,062-571-2808
429361202200293,http://www.animal.go.kr/files/shelter/2022/07/20220801150876_s.jpg,2022-08-01,남구 남구청,[개] 믹스견,"흰,갈",2019(년생),8(Kg),광주-남구-2022-00297,2022-08-01,2022-08-11,http://www.animal.go.kr/files/shelter/2022/07/20220801150876.jpg,종료(반환),F,U,22-0788 행구,광주 동물보호소,062-571-2808,광주광역시 북구 본촌마을길 27 (본촌동) 광주광역시 동물보호소,광주광역시 남구,남구,062-607-2754
429360202200413,http://www.animal.go.kr/files/shelter/2022/07/202208011808205_s.jpg,2022-08-01,서구 상무119,[고양이] 한국 고양이,"흰,노",2022(년생),0.3(Kg),광주-서구-2022-00345,2022-08-01,2022-08-11,http://www.animal.go.kr/files/shelter/2022/07/202208011808205.jpg,종료(자연사),M,N,22-7826 다리상처,광주 동물보호소,062-571-2808,광주광역시 북구 본촌마을길 27 (본촌동) 광주광역시 동물보호소,광주광역시 서구,서구,062-360-7373
428354202201249,http://www.animal.go.kr/files/shelter/2022/07/202208011708690_s.jpg,2022-08-01,부평구 부평대로165,[개] 믹스견,연갈색,2012(년생),6.3(Kg),인천-부평-2022-00649,2022-08-01,2022-08-11,http://www.animal.go.kr/files/shelter/2022/07/202208011708690.png,종료(자연사),M,N,"온몸 털 엉킴이 심함,좌안 녹내장,안구건조증,복부 커다란 물혹",조재진동물병원,032-518-3800,인천광역시 부평구 원적로 419 (산곡동),인천광역시 부평구,장상규,032-509-6554
428354202201248,http://www.animal.go.kr/files/shelter/2022/07/202208011508894_s.jpg,2022-08-01,청천동 396,[고양이] 한국 고양이,갈색삼색,2022(년생),0.28(Kg),인천-부평-2022-00648,2022-08-01,2022-08-11,http://www.animal.go.kr/files/shelter/2022/07/202208011508894.jpg,종료(입양),F,N,어미 잃은 새끼 길고양이로 문 앞에 버려져 있음,조재진동물병원,032-518-3800,인천광역시 부평구 원적로 419 (산곡동),인천광역시 부평구,장상규,032-509-6554
428354202201247,http://www.animal.go.kr/files/shelter/2022/07/202208011508714_s.jpg,2022-08-01,힘찬병원 주차장,[고양이] 페르시안,흰색,2021(년생),3.5(Kg),인천-부평-2022-00647,2022-08-01,2022-08-11,http://www.animal.go.kr/files/shelter/2022/07/202208011508714.png,종료(입양),M,Y,페르시안 추정됨,조재진동물병원,032-518-3800,인천광역시 부평구 원적로 419 (산곡동),인천광역시 부평구,장상규,032-509-6554
428354202201246,http://www.animal.go.kr/files/shelter/2022/07/202208011508478_s.jpg,2022-08-01,산곡119,[고양이] 한국 고양이,흰색,2022(년생),0.57(Kg),인천-부평-2022-00646,2022-08-01,2022-08-11,http://www.animal.go.kr/files/shelter/2022/07/202208011508478.png,종료(입양),M,N,흰색 고양이로 5-6주 추정함,조재진동물병원,032-518-3800,인천광역시 부평구 원적로 419 (산곡동),인천광역시 부평구,장상규,032-509-6554
428354202201245,http://www.animal.go.kr/files/shelter/2022/07/202208011508868_s.jpg,2022-08-01,삼산동 520,[고양이] 한국 고양이,삼색,2022(년생),0.5(Kg),인천-부평-2022-00645,2022-08-01,2022-08-11,http://www.animal.go.kr/files/shelter/2022/07/202208011508868.png,종료(자연사),F,N,설사있음  5주 추정,조재진동물병원,032-518-3800,인천광역시 부평구 원적로 419 (산곡동),인천광역시 부평구,장상규,032-509-6554
428354202201244,http://www.animal.go.kr/files/shelter/2022/07/202208011408847_s.jpg,2022-08-01,백마장 입구,[개] 시츄,갈색,2019(년생),3.75(Kg),인천-부평-2022-00644,2022-08-01,2022-08-11,http://www.animal.go.kr/files/shelter/2022/07/202208011408847.jpg,종료(입양),F,U,관리되어짐,짱구네동물병원,032-511-5515,인천광역시 부평구 평천로 356 (갈산동),인천광역시 부평구,장상규,032-509-6554
428354202201243,http://www.animal.go.kr/files/shelter/2022/07/202208011308168_s.jpg,2022-08-01,십정동 569,[개] 푸들,갈색,2016(년생),3.25(Kg),인천-부평-2022-00643,2022-08-01,2022-08-11,http://www.animal.go.kr/files/shelter/2022/07/202208011308168.jpg,종료(반환),F,U,활발함,짱구네동물병원,032-511-5515,인천광역시 부평구 평천로 356 (갈산동),인천광역시 부평구,장상규,032-509-6554
427348202200763,http://www.animal.go.kr/files/shelter/2022/07/202208011608999_s.jpg,2022-08-01,도깨비시장 인근,[고양이] 한국 고양이,치즈색,2022(년생),1(Kg),대구-달성-2022-00474,2022-08-01,2022-08-11,http://www.animal.go.kr/files/shelter/2022/07/202208011608999.jpg,보호중,M,N,"매우 예민하나 사람손은 탐,설사,구토,식욕부진",현풍동물병원,053-614-3570,대구광역시 달성군 유가읍 테크노공원로 51 (유가읍),대구광역시 달성군,동물보호 담당,053-668-3863
427348202200762,http://www.animal.go.kr/files/shelter/2022/07/202208011608877_s.jpg,2022-08-01,가창로 863,[고양이] 한국 고양이,흰검,2022(년생),0.1(Kg),대구-달성-2022-00473,2022-08-01,2022-08-11,http://www.animal.go.kr/files/shelter/2022/07/202208011608877.jpg,종료(자연사),Q,N,영양상태 안좋음,동인동물병원,053-424-4258,대구광역시 중구 동인동4가 국채보상로 724 (동인동4가) 가창면 관할,대구광역시 달성군,동물보호 담당,053-668-3863
427346202200762,http://www.animal.go.kr/files/shelter/2022/07/202208011708629_s.jpg,2022-08-01,만촌이마트,[고양이] 한국 고양이,삼색,2022(년생),0.3(Kg),대구-수성-2022-00510,2022-08-01,2022-08-11,http://www.animal.go.kr/files/shelter/2022/07/202208011708629.jpg,보호중,F,N,-,제니스동물병원,053-756-8293,대구광역시 수성구 달구벌대로 2475 (범어동),대구광역시 수성구,녹색환경과,053-666-2651
427346202200761,http://www.animal.go.kr/files/shelter/2022/07/202208011708606_s.jpg,2022-08-01,들안길네거리,[개] 포메라니안,갈색,2019(년생),4(Kg),대구-수성-2022-00509,2022-08-01,2022-08-11,http://www.animal.go.kr/files/shelter/2022/07/202208011708606.jpg,종료(반환),M,N,-,제니스동물병원,053-756-8293,대구광역시 수성구 달구벌대로 2475 (범어동),대구광역시 수성구,녹색환경과,053-666-2651
427346202200760,http://www.animal.go.kr/files/shelter/2022/07/20220801170804_s.jpg,2022-08-01,달구벌대로51길5,[고양이] 한국 고양이,치즈태비,2022(년생),0.3(Kg),대구-수성-2022-00508,2022-08-01,2022-08-11,http://www.animal.go.kr/files/shelter/2022/07/20220801170804.jpg,보호중,M,N,-,제니스동물병원,053-756-8293,대구광역시 수성구 달구벌대로 2475 (범어동),대구광역시 수성구,녹색환경과,053-666-2651
427346202200759,http://www.animal.go.kr/files/shelter/2022/07/202208011308369_s.jpg,2022-08-01,시지 유니클로앞 도로,[개] 치와와,검은색,2016(년생),1.8(Kg),대구-수성-2022-00507,2022-08-01,2022-08-11,http://www.animal.go.kr/files/shelter/2022/07/202208011308369.jpg,종료(입양),F,U,매우 순함,펫동물병원,053-474-9820,대구광역시 수성구 달구벌대로 3144 (노변동) 펫동물병원,대구광역시 수성구,녹색환경과,053-666-2651
427346202200758,http://www.animal.go.kr/files/shelter/2022/07/202208011208755_s.jpg,2022-08-01,신천동로,[개] 믹스견,흰색+노란색,2022(년생),14.9(Kg),대구-수성-2022-00506,2022-08-01,2022-08-11,http://www.animal.go.kr/files/shelter/2022/07/202208011208755.jpg,종료(반환),F,U,매우 순함. 일요일부터 신청동로에서 발견,신세계동물병원,053-751-6693,대구광역시 수성구 수성동1가 명덕로 393 (수성동1가),대구광역시 수성구,녹색환경과,053-666-2651
427346202200757,http://www.animal.go.kr/files/shelter/2022/07/202208011108634_s.jpg,2022-08-01,창고,[고양이] 한국 고양이,고등어,2022(년생),0.28(Kg),대구-수성-2022-00505,2022-08-01,2022-08-11,http://www.animal.go.kr/files/shelter/2022/07/202208011108634.jpg,종료(자연사),M,N,활발함.,신세계동물병원,053-751-6693,대구광역시 수성구 수성동1가 명덕로 393 (수성동1가),대구광역시 수성구,녹색환경과,053-666-2651
427346202200756,http://www.animal.go.kr/files/shelter/2022/07/202208011108104_s.jpg,2022-08-01,창고,[고양이] 한국 고양이,고등어+치즈태비,2022(년생),0.18(Kg),대구-수성-2022-00504,2022-08-01,2022-08-11,http://www.animal.go.kr/files/shelter/2022/07/202208011108104.jpg,종료(자연사),M,N,순함.,신세계동물병원,053-751-6693,대구광역시 수성구 수성동1가 명덕로 393 (수성동1가),대구광역시 수성구,녹색환경과,053-666-2651
427346202200755,http://www.animal.go.kr/files/shelter/2022/07/202208011108999_s.jpg,2022-08-01,자택창고,[고양이] 한국 고양이,고등어태비,2022(년생),0.3(Kg),대구-수성-2022-00503,2022-08-01,2022-08-11,http://www.animal.go.kr/files/shelter/2022/07/202208011108999.jpg,종료(입양),F,N,"귀여움, 순함",허동물병원,053-752-7535,대구광역시 수성구 수성동2가 명덕로 421 (수성동2가) 허동물병원,대구광역시 수성구,녹색환경과,053-666-2651
427343202200646,http://www.animal.go.kr/files/shelter/2022/07/202208011908827_s.jpg,2022-08-01,상리공원,[개] 믹스견,흑갈색,2022(년생),0.28(Kg),대구-서구-2022-00413,2022-08-01,2022-08-11,http://www.animal.go.kr/files/shelter/2022/07/202208011908827.jpg,종료(자연사),F,N,"7일령이내, 눈도 안뜸",대구시수의사회(더펫),070-4293-0622,대구광역시 서구 서대구로 361 (비산동) 2층,대구광역시 서구,송민서,053-663-2644
427343202200645,http://www.animal.go.kr/files/shelter/2022/07/202208011908420_s.jpg,2022-08-01,상리공원,[개] 믹스견,흑갈색,2022(년생),0.37(Kg),대구-서구-2022-00412,2022-08-01,2022-08-11,http://www.animal.go.kr/files/shelter/2022/07/202208011908420.jpg,종료(입양),F,N,"7일령이내, 눈도 안뜸",대구시수의사회(더펫),070-4293-0622,대구광역시 서구 서대구로 361 (비산동) 2층,대구광역시 서구,송민서,053-663-2644
427343202200644,http://www.animal.go.kr/files/shelter/2022/07/202208011808173_s.jpg,2022-08-01,서구 상리공원안,[개] 믹스견,검갈색,2022(년생),0.2(Kg),대구-서구-2022-00411,2022-08-01,2022-08-11,http://www.animal.go.kr/files/shelter/2022/07/202208011808173.jpg,종료(자연사),M,N,눈뜨지않은 상태,대구시수의사회(보경),053-559-9020,대구광역시 서구 달서로 165 (비산동),대구광역시 서구,송민서,053-663-2644
427343202200643,http://www.animal.go.kr/files/shelter/2022/07/20220801180873_s.jpg,2022-08-01,상리공원(안),[개] 믹스견,흑,2022(년생),0.6(Kg),대구-서구-2022-00410,2022-08-01,2022-08-11,http://www.animal.go.kr/files/shelter/2022/07/20220801180873.jpg,보호중,M,N,눈도뜨지 않은상태,대구시수의사회(삼성),053-556-8575,대구광역시 서구 서대구로 24 (내당동),대구광역시 서구,송민서,053-663-2644
427343202200642,http://www.animal.go.kr/files/shelter/2022/07/202208011808178_s.jpg,2022-08-01,상리공원(안),[개] 믹스견,브라운,2022(년생),0.32(Kg),대구-서구-2022-00409,2022-08-01,2022-08-11,http://www.animal.go.kr/files/shelter/2022/07/202208011808178.jpg,보호중,M,N,눈을 못뜬 상태,대구시수의사회(더난),053-552-0075,대구광역시 서구 국채보상로 176 (중리동),대구광역시 서구,송민서,053-663-2644
427343202200641,http://www.animal.go.kr/files/shelter/2022/07/202208011808431_s.jpg,2022-08-01,상라공원(안),[개] 믹스견,닥크 브라운,2022(년생),0.34(Kg),대구-서구-2022-00408,2022-08-01,2022-08-11,http://www.animal.go.kr/files/shelter/2022/07/202208011808431.jpg,보호중,M,N,눈을 못뜬상태   코부분과 발끝이 흰색,대구시수의사회(더난),053-552-0075,대구광역시 서구 국채보상로 176 (중리동),대구광역시 서구,송민서,053-663-2644
427343202200640,http://www.animal.go.kr/files/shelter/2022/07/202208011808886_s.jpg,2022-08-01,상리공원 양궁장,[개] 믹스견,황,2022(년생),0.36(Kg),대구-서구-2022-00406,2022-08-01,2022-08-11,http://www.animal.go.kr/files/shelter/2022/07/202208011808886.jpg,보호중,M,N,눈도 뜨지 않은상태,대구시수의사회(삼성),053-556-8575,대구광역시 서구 서대구로 24 (내당동),대구광역시 서구,송민서,053-663-2644
427343202200633,http://www.animal.go.kr/files/shelter/2022/07/202208011408542[1]_s.jpg,2022-08-01,평리2동1130-91,[고양이] 한국 고양이,"황,백,흑",2022(년생),0.6(Kg),대구-서구-2022-00405,2022-08-01,2022-08-11,http://www.animal.go.kr/files/shelter/2022/07/202208011408542[1].jpg,보호중,M,N,2개월령,대구시수의사회(삼성),053-556-8575,대구광역시 서구 서대구로 24 (내당동),대구광역시 서구,송민서,053-663-2644
427343202200631,http://www.animal.go.kr/files/shelter/2022/07/202208011108544_s.jpg,2022-08-01,서구 달서천로 186일대,[고양이] 한국 고양이,흰색&검갈색,2022(년생),0.1(Kg),대구-서구-2022-00404,2022-08-01,2022-08-11,http://www.animal.go.kr/files/shelter/2022/07/202208011108544.jpg,종료(자연사),M,N,"3주령  양눈곱,콧물 심함",대구시수의사회(보경),053-559-9020,대구광역시 서구 달서로 165 (비산동),대구광역시 서구,송민서,053-663-2644
427342202200486,http://www.animal.go.kr/files/shelter/2022/07/202208011208980_s.jpg,2022-08-01,영조 아파트 부근,[고양이] 한국 고양이,노랑,2022(년생),3.27(Kg),대구-동구-2022-00239,2022-08-01,2022-08-11,http://www.animal.go.kr/files/shelter/2022/07/202208011208980.jpg,종료(자연사),M,Y,"귀 커팅, 교통사고 추정 의식 없음",대구유기동물보호센터,053-964-6258,대구광역시 동구 금강로 151-13 (금강동),대구광역시 동구,박우희,053-662-2654
427341202200450,http://www.animal.go.kr/files/shelter/2022/07/202208011308125[1]_s.jpg,2022-08-01,중부소방서 부근,[고양이] 한국 고양이,흰갈검,2022(년생),0.3(Kg),대구-중구-2022-00199,2022-08-01,2022-08-11,http://www.animal.go.kr/files/shelter/2022/07/202208011308125[1].jpg,종료(안락사),Q,U,순함,대구시수의사회(동인),070-4466-1575,대구광역시 중구 동인동4가 국채보상로 724,대구광역시 중구,중구 손세규,053-661-2648
427341202200449,http://www.animal.go.kr/files/shelter/2022/07/202208011308577_s[1].jpg,2022-08-01,국채보상공원 부근,[고양이] 한국 고양이,흰검갈,2022(년생),0.2(Kg),대구-중구-2022-00198,2022-08-01,2022-08-11,http://www.animal.go.kr/files/shelter/2022/07/202208011308577.jpg,종료(입양),Q,N,순함,대구시수의사회(동인),070-4466-1575,대구광역시 중구 동인동4가 국채보상로 724,대구광역시 중구,중구 손세규,053-661-2648
426340202200435,http://www.animal.go.kr/files/shelter/2022/07/202208011308987_s.jpg,2022-08-01,장안읍 고스락 식당,[고양이] 한국 고양이,"갈색, 검정색",2022(년생),0.44(Kg),부산-기장-2022-00207,2022-08-01,2022-08-11,http://www.animal.go.kr/files/shelter/2022/07/202208011308987.jpg,종료(입양),M,N,"3개월미만, 영양상태불량, 기력저하, 안질환",누리동물병원,051-701-7599,부산광역시 해운대구 송정2로13번길 46 (송정동),부산광역시 기장군,조성연,051-709-2894
426340202200434,http://www.animal.go.kr/files/shelter/2022/07/202208011308160_s.jpg,2022-08-01,동부산몰 안전실,[고양이] 한국 고양이,갈색,2022(년생),0.42(Kg),부산-기장-2022-00206,2022-08-01,2022-08-11,http://www.animal.go.kr/files/shelter/2022/07/202208011308160.jpg,보호중,M,N,"3개월미만추정, 영양상태불량, 안질환, 기력저하",누리동물병원,051-701-7599,부산광역시 해운대구 송정2로13번길 46 (송정동),부산광역시 기장군,조성연,051-709-2894
426340202200433,http://www.animal.go.kr/files/shelter/2022/07/202208011308362[2]_s.jpg,2022-08-01,일광읍 신평리 32-8,[고양이] 한국 고양이,"갈색, 흰색, 검정",2022(년생),1.1(Kg),부산-기장-2022-00205,2022-08-01,2022-08-11,http://www.animal.go.kr/files/shelter/2022/07/202208011308362[2].jpg,보호중,F,U,"보행이상, 뒷다리부상, 사고의심, 기력저하",누리동물병원,051-701-7599,부산광역시 해운대구 송정2로13번길 46 (송정동),부산광역시 기장군,조성연,051-709-2894
426340202200432,http://www.animal.go.kr/files/shelter/2022/07/202208011308892_s.jpg,2022-08-01,기장읍 연화1길 61 백화제방,[고양이] 한국 고양이,"갈색, 검정색",2022(년생),0.5(Kg),부산-기장-2022-00204,2022-08-01,2022-08-11,http://www.animal.go.kr/files/shelter/2022/07/202208011308892.jpg,보호중,F,U,"3개월 미만, 머리부상, 신경증상, 영양상태불량, 기력저하",누리동물병원,051-701-7599,부산광역시 해운대구 송정2로13번길 46 (송정동),부산광역시 기장군,조성연,051-709-2894
426340202200431,http://www.animal.go.kr/files/shelter/2022/07/20220801130835_s.jpg,2022-08-01,일광 달음커피 근처,[개] 믹스견,흰색,2017(년생),17(Kg),부산-기장-2022-00203,2022-08-01,2022-08-11,http://www.animal.go.kr/files/shelter/2022/07/20220801130835.jpg,종료(입양),F,U,순함,누리동물병원,051-701-7599,부산광역시 해운대구 송정2로13번길 46 (송정동),부산광역시 기장군,조성연,051-709-2894
426337202200393,http://www.animal.go.kr/files/shelter/2022/07/202208011308947_s.jpg,2022-08-01,연수로 89,[개] 포메라니안,흰색,2012(년생),4.0(Kg),부산-연제-2022-00182,2022-08-01,2022-08-11,http://www.animal.go.kr/files/shelter/2022/07/202208011308947.jpg,종료(반환),M,N,노령견(가슴줄착용),청조동물병원,051-503-0688,부산광역시 연제구 온천천남로 4 (연산동),부산광역시 연제구,김현정,051-665-4484
426337202200392,http://www.animal.go.kr/files/shelter/2022/07/202208011308624_s.jpg,2022-08-01,고분로 1,[고양이] 한국 고양이,흰색/검정색,2022(년생),1.0(Kg),부산-연제-2022-00181,2022-08-01,2022-08-11,http://www.animal.go.kr/files/shelter/2022/07/202208011308624.jpg,종료(자연사),M,N,운동장애,청조동물병원,051-503-0688,부산광역시 연제구 온천천남로 4 (연산동),부산광역시 연제구,김현정,051-665-4484
426337202200391,http://www.animal.go.kr/files/shelter/2022/07/202208011308643_s.jpg,2022-08-01,쌍미천로 151번길 50,[고양이] 한국 고양이,검정색/흰색,2022(년생),0.7(Kg),부산-연제-2022-00180,2022-08-01,2022-08-11,http://www.animal.go.kr/files/shelter/2022/07/202208011308643.jpg,종료(자연사),F,N,쇠약,청조동물병원,051-503-0688,부산광역시 연제구 온천천남로 4 (연산동),부산광역시 연제구,김현정,051-665-4484
426337202200390,http://www.animal.go.kr/files/shelter/2022/07/202208010908993_s.jpg,2022-08-01,연수로235번길 16,[고양이] 한국 고양이,갈검흰색,2022(년생),0.7(Kg),부산-연제-2022-00179,2022-08-01,2022-08-11,http://www.animal.go.kr/files/shelter/2022/07/202208010908993.jpg,종료(입양),F,N,쇠약,청조동물병원,051-503-0688,부산광역시 연제구 온천천남로 4 (연산동),부산광역시 연제구,김현정,051-665-4484
426336202200340,http://www.animal.go.kr/files/shelter/2022/07/202208011408452_s[1].jpg,2022-08-01,제도로1174-22,[개] 닥스훈트,검정,2017(년생),6.3(Kg),부산-강서-2022-00309,2022-08-01,2022-08-11,http://www.animal.go.kr/files/shelter/2022/07/202208011408452.jpg,보호중,M,N,온순함,(사)하얀비둘기,051-293-9779,부산광역시 강서구 제도로 726 (강동동),부산광역시 강서구,김세희,051-970-4814
426336202200339,http://www.animal.go.kr/files/shelter/2022/07/20220801140884_s.jpg,2022-08-01,평강역 인근,[개] 차우차우,갈색,2020(년생),18(Kg),부산-강서-2022-00308,2022-08-01,2022-08-11,http://www.animal.go.kr/files/shelter/2022/07/20220801140884.jpg,보호중,M,N,주황색 목태,(사)하얀비둘기,051-293-9779,부산광역시 강서구 제도로 726 (강동동),부산광역시 강서구,김세희,051-970-4814
411324202200469,http://www.animal.go.kr/files/shelter/2022/07/202208011208703_s.jpg,2022-08-01,명일동106-7,[고양이] 한국 고양이,고동,2022(년생),0.5(Kg),서울-강동-2022-00180,2022-08-01,2022-08-11,http://www.animal.go.kr/files/shelter/2022/07/202208011208703.jpg,종료(입양),F,N,2개월령 냥이(감기 증상 있음),둔촌동물병원,02-474-5100,서울특별시 강동구 양재대로 1385 (성내동) 둔촌동물병원,서울특별시 강동구,강동구청 반려동물팀,02-3425-6015
411324202200468,http://www.animal.go.kr/files/shelter/2022/07/202208011108177_s.jpg,2022-08-01,천호공원,[개] 닥스훈트,갈색,2016(년생),7.5(Kg),서울-강동-2022-00179,2022-08-01,2022-08-11,http://www.animal.go.kr/files/shelter/2022/07/202208011108177.jpeg,종료(반환),M,Y,중성화/양쪽슬개골 탈구 2기추정/사람잘따름/ 심잡음,강동구청 반려동물팀,02-3425-6015,"서울특별시 강동구 성내로 25 (성내동, 강동구청) 강동구청",서울특별시 강동구,강동구청 반려동물팀,02-3425-6015
411316202200718,http://www.animal.go.kr/files/shelter/2022/07/202208011508783_s.jpg,2022-08-01,개봉로 12길 12-1 인근,[개] 믹스견,검/흰,2017(년생),3.2(Kg),서울-구로-2022-00105,2022-08-01,2022-08-11,http://www.animal.go.kr/files/shelter/2022/07/202208011508783.jpg,보호중,M,Y,빨간목줄. 양귀처짐. 코검정. 송곳니 치석. 사람좋아함/활발/애교있음/낑낑댐.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37,서울특별시 구로구,질병관리과,02-860-2428
411302202200437,http://www.animal.go.kr/files/shelter/2022/07/20220801120866_s.jpg,2022-08-01,녹사평대로 46가 가길 7,[개] 라브라도 리트리버,크림,2018(년생),34.65(Kg),서울-용산-2022-00138,2022-08-01,2022-08-11,http://www.animal.go.kr/files/shelter/2022/07/20220801120866.jpg,종료(반환),F,U,친화적,이태원동물병원,02-797-6677,서울특별시 용산구 이태원동 531,서울특별시 용산구,안지영,02-2199-8054
